Date From,Date To,Name,Venue,Country,Category,Calendar,Class,EMail,Website
4/13/2025,4/13/2025,Paris-Roubaix Espoirs,,FRA,MU,EUR,1.2U,veloclubroubaix@orange.fr,www.veloclubroubaix.fr
4/15/2025,4/17/2025,Grand Prix Gazalkent Ladies,,UZB,WJ,ASI,2.1,uzbcycling@gmail.com,www.velosport.uz
4/15/2025,4/17/2025,Grand Prix Gazalkent,,UZB,MJ,ASI,2.1,uzbcycling@gmail.com,www.velosport.uz
4/15/2025,4/18/2025,Il Giro d'Abruzzo,,ITA,ME,EUR,2.1,luca.papini@rcs.it ; natalino.ferrari@rcs.it,
4/16/2025,4/16/2025,Ronde van Limburg,,BEL,ME,EUR,1.1,nicolas.denys@flandersclassics.be,www.rondevanlimburg.be
4/16/2025,4/19/2025,Eroica Juniores - Nations' Cup,,ITA,MJ,EUR,2.Ncup,junior@eroica.cc,
4/16/2025,4/20/2025,Tour du Loir et Cher,,FRA,ME,EUR,2.2,tourduloiretcher@wanadoo.fr,www.tourduloiretcher.com
4/18/2025,4/18/2025,Classic Grand Besançon Doubs,,FRA,ME,EUR,1.1,classicgrandbesancon25@gmail.com,http://www.classicgrandbesancondoubs.com
4/18/2025,4/18/2025,De Brabantse Pijl - La Flèche Brabançonne,,BEL,WE,EUR,1.Pro,marc.vettori@rodesportief.be,www.debrabantsepijl.be/nl/dbp/elite-vrouwen
4/18/2025,4/18/2025,De Brabantse Pijl - La Flèche Brabançonne,,BEL,ME,EUR,1.Pro,marc.vettori@rodesportief.be,www.debrabantsepijl.be/nl/dbp/elite-mannen
4/18/2025,4/21/2025,TRIXXO Ster Van Zuid  Limburg,,BEL,MJ,EUR,2.1,info@stervanzuidlimburg.be,www.stervanzuidlimburg.be
4/18/2025,4/27/2025,Tour du Maroc,,MAR,ME,AFR,2.2,frmc56@gmail.com,www.marocainecyclisme.com/
4/19/2025,4/19/2025,Tour du Jura Cycliste,,FRA,ME,EUR,1.1,laurent_monrolin@yahoo.fr,https://www.tourdujura.com/
4/19/2025,4/19/2025,Liège-Bastogne-Liège,,BEL,MU,EUR,1.2U,fernandlambertrlvb@hotmail.com,www.pesantliege.com
4/19/2025,4/20/2025,Penn Ar Bed - Bro An Hirwazh,,FRA,MJ,EUR,2.1,laurent.barbu29@gmail.com,www.copab-cyclisme.com
4/20/2025,4/20/2025,Amstel Gold Race,,NED,ME,UWT,1.UWT,info@amstelgoldrace.nl,www.amstelgoldrace.nl
4/20/2025,4/20/2025,Tour du Doubs,,FRA,ME,EUR,1.1,vcmorteaumontbenoit@orange.fr; fabienvarda@gmail.com,www.vcmm.fr
4/20/2025,4/20/2025,Amstel Gold Race Ladies Edition,,NED,WE,MON,1.WWT,info@amstelgoldrace.nl,www.amstelgoldrace.com
4/21/2025,4/21/2025,Giro del Belvedere,,ITA,MU,EUR,1.2U,teams@probelvedere.it,www.girodelbelvedere.it
4/21/2025,4/21/2025,Ronde de Mouscron,,BEL,WE,EUR,1.1,bourgmestre.aubert@mouscron.be,
4/21/2025,4/21/2025,Gran Premio del Perdono,,ITA,MJ,EUR,1.1,ucsangiulianese@gmail.com,https://granpremioperdono.it/
4/21/2025,4/25/2025,Tour of the Alps,,ITA,ME,EUR,2.Pro,totahaus@gmail.com,www.tourofthealps.eu
4/22/2025,4/22/2025,G.P. Palio del Recioto - Trofeo Zanotti Mobili,,ITA,MU,EUR,1.2U,teams@paliodelrecioto.com,www.paliodelrecioto.com
4/23/2025,4/23/2025,La Flèche Wallonne,,BEL,ME,UWT,1.UWT,tgouvenou@aso.fr,www.letour.fr
4/23/2025,4/23/2025,La Flèche Wallonne Féminine,,BEL,WE,MON,1.WWT,fernandlambertrlvb@hotmail.com,http://www.letour.fr/la-fleche-wallonne-femme/
4/23/2025,4/26/2025,Belgrade Banjaluka,,BIH,ME,EUR,2.2,beogradbanjaluka@gmail.com,srpskacycling.com
4/23/2025,4/27/2025,Road Continental Pan-Am Championships,Punta del Este. Maldonado,URU,,AME,CC,panamericanoruta2025@gmail.com,federacionciclista.com.uy
4/23/2025,4/27/2025,Tour of the Gila,,USA,ME,AME,2.2,brennan5231@comcast.net,www.tourofthegila.com
4/23/2025,4/27/2025,Tour of the Gila Women,,USA,WE,AME,2.2,brennan5231@comcast.net,www.tourofthegila.com
4/24/2025,4/24/2025,Cavaliere Liberazione Junior,,ITA,MJ,EUR,1.1,JUNIORES@GPLIBERAZIONE.IT,www.gpliberazione.it
4/24/2025,4/26/2025,National Road Championships - Zimbabwe,,ZIM,,AFR,CN,secretarygeneral@cyclingzimbabwe.org,www.cyclingzimbabwe.org
4/24/2025,4/27/2025,Vuelta Asturias Julio Alvarez Mendo,,ESP,ME,EUR,2.1,asturias@lavueltaasturias.com,www.lavueltaasturias.com
4/25/2025,4/25/2025,Gran Premio della Liberazione,,ITA,MU,EUR,1.2U,teams@gpliberazione.it,www.gpliberazione.it
4/25/2025,4/25/2025,Gran Premio Della Liberazione Donne,,ITA,WE,EUR,1.1,teams@gpliberazione.it,www.gpliberazione.it
4/25/2025,4/25/2025,Coppa Montes Gran Premio della Resistenza,,ITA,MJ,EUR,1.1,race@coppamontes.eu,www.acpieris.it
4/25/2025,4/27/2025,EPZ Omloop van Borsele,,NED,WJ,EUR,2.Ncup,omloopvanborsele@kpnmail.nl,www.wielercomite-sheerenhoek.nl
4/25/2025,5/1/2025,Le Tour de Bretagne Cycliste,,FRA,ME,EUR,2.2,cfossani@tourdebretagne.bzh,www.tourdebretagne.fr
4/26/2025,4/26/2025,Trofeo Emozione,,ITA,MJ,EUR,1.1,SEGRETERIA@TROFEOEMOZIONE.IT,WWW.TROFEOEMOZIONE.IT
4/26/2025,4/26/2025,EPZ Omloop van Borsele Women,,NED,WE,EUR,1.1,omloopvanborsele@kpnmail.nl,https://wielercomite-sheerenhoek.nl/
4/27/2025,4/27/2025,Rutland-Melton CiCLE Classic,,GBR,ME,EUR,1.2,cicleclassics@gmail.com,www.cicleclassic.co.uk
4/27/2025,4/27/2025,Liège-Bastogne-Liège,,BEL,ME,UWT,1.UWT,tgouvenou@aso.fr,www.letour.fr
4/27/2025,4/27/2025,EPZ Omloop van Borsele,,NED,MJ,EUR,1.1,omloopvanborsele@kpnmail.nl,www.wielercomite-sheerenhoek.nl
4/27/2025,4/27/2025,Giro della Provincia di Biella - Torino-Biella,,ITA,ME,EUR,1.2,ucab1925@libero.it,
4/27/2025,4/27/2025,Liège-Bastogne-Liège Femmes,,BEL,WE,MON,1.WWT,fernandlambertrlvb@hotmail.com,http://www.liege-bastogne-liege-femmes.com/
4/27/2025,4/27/2025,Giro di Primavera,,ITA,MJ,EUR,1.1,sanvendemianocyclingteam@yahoo.com,www.sanvendemianocyclingteam.it
4/27/2025,5/4/2025,Presidential Cycling Tour of Turkiye,,TUR,ME,EUR,2.Pro,info@bisiklet.gov.tr,www.tourofturkey.org.tr
4/28/2025,4/30/2025,Tour of Bostonliq Ladies,,UZB,WE,ASI,2.2,uzbcycling@gmail.com,https://velosport.uz/
4/28/2025,4/30/2025,Tour of Bostonliq,,UZB,ME,ASI,2.2,uzbcycling@gmail.com,https://velosport.uz/
4/28/2025,5/1/2025,Tour of Khazar,,IRI,MJ,ASI,2.1,ircyclingfed@gmail.com,http://www.cfi.ir/
4/28/2025,5/3/2025,Tour du Bénin,,BEN,ME,AFR,2.2,federation229cyclisme@gmail.com,www.fbc.bj
4/29/2025,5/4/2025,Tour de Romandie,,SUI,ME,UWT,2.UWT,info@tourderomandie.ch,www.tourderomandie.ch
4/30/2025,5/4/2025,Cuarta vuelta BANTRAB,,GUA,ME,AME,2.2,aalejosr@yahoo.com,fedeciclismogua.org
5/1/2025,5/1/2025,National Road Championships - Belgium (ITT Junior/U23),,BEL,,EUR,CN,info@belgiancycling.be,
5/1/2025,5/1/2025,Eschborn-Frankfurt U23,,GER,MU,EUR,1.2U,u23@eschborn-frankfurt.de,https://www.eschborn-frankfurt.de/en/home/youthraces/u23-race
5/1/2025,5/1/2025,Eschborn-Frankfurt,,GER,ME,UWT,1.UWT,mpietsch@aso-germany.de,www.eschborn-frankfurt.de
5/1/2025,5/1/2025,Tintrio - Omloop van het Waasland,,BEL,ME,EUR,1.2,bert.haeck@telenet.be,www.stekenekoerst.be/organisaties/omloop-het-waasland
5/1/2025,5/1/2025,Cyclis-Bike-Lease Classic,,BEL,WE,EUR,1.1,eddyvanbunder@gmail.com,
5/1/2025,5/1/2025,GP Vorarlberg p/b Radhaus Rankweil,,AUT,ME,EUR,1.2,organisation@proevent-cycling.at,in process www.team-vorarlberg.at/gp-vorarlberg
5/1/2025,5/4/2025,La Coupe du President de la Ville de Grudziądz,,POL,MJ,EUR,2.1,biuro@alksstal.org,
5/1/2025,5/4/2025,Gracia,,CZE,WE,EUR,2.2,gracia.orlova@centrum.cz,www.graciaorlova.cz
5/2/2025,5/4/2025,National Road Championships - Greece (U23/Junior),,GRE,,EUR,CN,info@eop.cosmotemail.gr,https://hellenic-cycling.gr/
5/2/2025,5/6/2025,Tour de Bloom,,USA,WE,AME,2.2,tdbace@gmail.com,https://www.tourdebloom.com
5/3/2025,5/3/2025,GP Immo Zone/Vloer-en chapewerken Smetryns,,BEL,WE,EUR,1.1,info@dewielkeszuigers.be,www.dewielkeszuigers.be
5/3/2025,5/3/2025,Ronde van Overijssel,,NED,ME,EUR,1.2,info@rondevanoverijssel.nl,www.rondevanoverijssel.nl
5/3/2025,5/3/2025,Grand Prix Herning,,DEN,ME,EUR,1.2,frede@gpherning.dk,www.gpherning.dk
5/3/2025,5/3/2025,Festival Elsy Jacobs à Garnich,,LUX,WE,EUR,1.1,info@elsy-jacobs.lu,www.elsy-jacobs.lu
5/3/2025,5/3/2025,Flèche Ardennaise,,BEL,ME,EUR,1.2,r_col@hotmail.com,www.fleche-ardennaise.be
5/3/2025,5/4/2025,Grand Prix West Bohemia,,CZE,MJ,EUR,2.1,info@gpwb.cz,gpwb.cz
5/4/2025,5/4/2025,Festival Elsy Jacobs à Luxembourg,,LUX,WE,EUR,1.1,info@elsy-jacobs.lu,www.elsy-jacobs.lu
5/4/2025,5/4/2025,Fyn Rundt - Tour of Funen,,DEN,ME,EUR,1.2,clausr@stofanet.dk,FYENRUNDT.COM
5/4/2025,5/4/2025,Lotto Famenne Ardenne Classic,,BEL,ME,EUR,1.1,laurentmars@hotmail.com,www.famenneardenneclassic.be
5/4/2025,5/4/2025,Grand Prix de Cotonou,,BEN,ME,AFR,1.2,federation229cyclisme@gmail.com,www.fbc.bj
5/4/2025,5/4/2025,Tour du Carmausin Segala U19,,FRA,MJ,EUR,1.1,tourcarmausinsegala@gmail.com,www.tourcarmausinsegala.com
5/4/2025,5/10/2025,Vuelta España Femenina by Carrefour.es,,ESP,WE,MON,2.WWT,lavueltafemenina@unipublic.es,lavueltafemenina.es
5/8/2025,5/8/2025,Pointe du Raz Ladies Classic,,FRA,WE,EUR,1.1,pdr.ladiesclassic@gmail.com,
5/8/2025,5/8/2025,Boucles de l'Aulne - Châteaulin,,FRA,ME,EUR,1.1,alain.legouill@yahoo.fr,www.bouclesdelaulne.com
5/8/2025,5/11/2025,Tour de Kumano,,JPN,ME,ASI,2.2,tourde-k@rifnet.or.jp,https://www.tourdekumano.jp/
5/8/2025,5/11/2025,Course de la Paix Juniors,,CZE,MJ,EUR,2.Ncup,svatopluk.henke@zmj.cz,http://zmj.cz
5/9/2025,5/9/2025,Tour du Finistère Pays de Quimper,,FRA,ME,EUR,1.1,tourdufinisterecycliste@orange.fr,www.tourdufinistere.fr
5/9/2025,5/9/2025,La Classique Morbihan,,FRA,WE,EUR,1.1,guy.seveno@gmail.com,www.gpmo.bzh
5/9/2025,5/9/2025,Silesian Classic,,POL,ME,EUR,1.2,silesianclassic@wp.pl,
5/9/2025,6/1/2025,Giro d'Italia,,ITA,ME,UWT,2.UWT,stefano.allocchio@rcs.it,www.giroditalia.it
5/10/2025,5/10/2025,Grand Prix du Morbihan Femmes,,FRA,WE,EUR,1.1,guy.seveno@gmail.com,www.gpmo.bzh
5/10/2025,5/10/2025,Liège-Bastogne-Liège,,BEL,MJ,EUR,1.1,fernandlambertrlvb@hotmail.com,www.pesantliege.com
5/10/2025,5/10/2025,Sundvolden GP,,NOR,ME,EUR,1.2,birger@interspons.no,www.rgp.no
5/10/2025,5/10/2025,Grand Prix du Morbihan,,FRA,ME,EUR,1.Pro,guy.seveno@gmail.com,ww.gpmo.bzh
5/10/2025,5/11/2025,Tour du Gévaudan Occitanie femmes,,FRA,WJ,EUR,2.Ncup,tourdugevaudan@gmail.com,
5/11/2025,5/11/2025,Gent-Wevelgem,,BEL,WJ,EUR,1.1,nicolas.denys@flandersclassics.be,www.gent-wevelgem.be
5/11/2025,5/11/2025,Gran Premio Industrie del Marmo,,ITA,MU,EUR,1.2U,asdfaustocoppicarrara@gmail.com,http://gpm1mc.wordpress.com/
5/11/2025,5/11/2025,Gent-Wevelgem / Kattekoers-Ieper,,BEL,MU,EUR,1.2U,bart.vannieuwenhuyze@telenet.be,www.ieperfietst.be
5/11/2025,5/11/2025,Ringerike GP,,NOR,ME,EUR,1.2,birger@interspons.no,www.rgp.no
5/11/2025,5/11/2025,Radsportfest Märwil,,SUI,ME,EUR,1.2,marcello.albasini@gmx.ch,www.vcbuerglen-maerwil.ch
5/11/2025,5/11/2025,Trofee Maarten Wynants,,BEL,WE,EUR,1.1,timwynants87@gmail.com,www.prochallengehelchteren.be
5/11/2025,5/11/2025,Beskid Classic,,POL,ME,EUR,1.2,silesianclassic@wp.pl,
5/11/2025,5/11/2025,Gent-Wevelgem / Grote Prijs A. Noyelle-Ieper,,BEL,MJ,EUR,1.1,bart.vannieuwenhuyze@telenet.be,www.ieperfietst.be
5/11/2025,5/11/2025,Tro-Bro Léon,,FRA,ME,EUR,1.Pro,tgouvenou@aso.fr,www.letour.fr
5/13/2025,5/13/2025,Classique Dunkerque / Grand prix des Hauts de France,,FRA,ME,EUR,1.Pro,quatrejoursdk@orange.fr; e_marchyllie@orange.fr,www.4joursdedunkerque.com
5/13/2025,5/16/2025,Tour of Sakarya,,TUR,ME,EUR,2.2,info@bisiklet.gov.tr,www.bisiklet.gov.tr
5/14/2025,5/14/2025,Navarra Women's Elite Classic,,ESP,WE,EUR,1.Pro,sergio@vueltanavarra.com,https://womens.vueltanavarra.com/
5/14/2025,5/17/2025,Orlen Nations Grand Prix,,POL,MU,EUR,2.Ncup,SEKRETARIAT@LANGTEAM.COM.PL,www.orlennationsgrandprix.com
5/14/2025,5/18/2025,Tour de Hongrie,,HUN,ME,EUR,2.Pro,info@tdh.hu,www.tdh.hu
5/14/2025,5/18/2025,4 Jours de Dunkerque / Grand Prix des Hauts de France,,FRA,ME,EUR,2.Pro,quatrejoursdk@orange.fr; e-marchyllie@orange.fr,www.4joursdedunkerque.com
5/15/2025,5/18/2025,Tour de Feminin,,CZE,WE,EUR,2.2,info@tourdefeminin.com,https://www.tourdefeminin.com
5/16/2025,5/18/2025,Itzulia Women,,ESP,WE,MON,2.WWT,admon@oceta.eus,
5/17/2025,5/17/2025,ZLM Omloop der Kempen Ladies,,NED,WE,EUR,1.1,teun@omloopderkempen.nl,www.omloopderkempen.nl
5/17/2025,5/17/2025,Eroica Juniores - Coppa Andrea Meneghelli,,ITA,MJ,EUR,1.1,junior@eroica.cc,
5/17/2025,5/17/2025,Giro Himledalen,,SWE,ME,EUR,1.2,peter.larsson@cancano.se,https://girohimledalen.se/
5/17/2025,5/18/2025,Tour de Gironde International,,FRA,MJ,EUR,2.1,usv-c1@orange.fr,www.tgironde.com
5/17/2025,5/18/2025,National Road Championships - Peru,,PER,,AME,CN,atajut@fedepeci.pe; presidencia@fedepeci.pe,www.fedepeci.pe
5/18/2025,5/18/2025,VDL Omloop der Kempen,,NED,ME,EUR,1.2,cedric@omloopderkempen.nl,www.omloopderkempen.nl
5/18/2025,5/18/2025,2025 International Criterium in Sakai,,JPN,ME,ASI,CRTP,info@toj-sakai.co.jp,
5/18/2025,5/18/2025,Rund um Köln,,GER,ME,EUR,1.1,info@rundumkoeln.de,www.rundumkoeln.de
5/18/2025,5/18/2025,Gran Premio New York City,,USA,ME,AME,1.2,support@gfny.com,gfny.com
5/18/2025,5/18/2025,Circuito del Porto - Trofeo Arvedi,,ITA,ME,EUR,1.2,ccc1891@cccremonese1891.com,www.cccremonese1891.com
5/18/2025,5/25/2025,Tour of Japan,,JPN,ME,ASI,2.2,toj.team@gmail.com,www.toj.co.jp/
5/20/2025,5/20/2025,Durango Durango Emakumeen Saria,,ESP,WE,EUR,1.1,info@duranguesa.com ; durangodurango@duranguesa.com,www.duranguesa.com
5/20/2025,5/25/2025,National Road Championships - USA,,USA,,AME,CN,nationalevents@usacycling.org,www.usacycling.org
5/21/2025,5/25/2025,Ronde de l'Isard,,FRA,MU,EUR,2.2U,gsans2111@gmail.com,
5/22/2025,5/25/2025,Tour du Pays de Vaud,,SUI,MJ,EUR,2.Ncup,direction@tpv.ch,www.tpv.ch
5/22/2025,5/25/2025,Vuelta a Burgos Feminas,,ESP,WE,MON,2.WWT,vueltaburgos@diputaciondeburgos.es,www.vueltaburgos.com/feminas
5/23/2025,5/25/2025,Grande Prémio Internacional Beiras e Serra da Estrela,,POR,ME,EUR,2.1,amcb@amcb.pt,https://www.gpbeiraseserradaestrela.pt/
5/23/2025,5/25/2025,SPIE Internationale Junioren Driedaagse,,NED,MJ,EUR,2.1,info@juniorendriedaagse.nl,www.juniorendriedaagse.nl
5/24/2025,5/24/2025,Due Giorni Marchigiana - G.P. Santa Rita,,ITA,MU,EUR,1.2U,cristina@cantarini-mec.it,
5/24/2025,5/25/2025,National Road Championships - Paraguay,,PAR,,AME,CN,"secretaria@fpc,org.py",www.fpc.org.py
5/24/2025,5/25/2025,National Road Championships - Serbia (MU/WU),,SRB,,EUR,CN,office@bss.rs,www.bss.rs
5/25/2025,5/25/2025,Antwerp Port Epic Ladies,,BEL,WE,EUR,1.Pro,secretariaat@karakterkoersen.be; koersgpsg@gmail.com,www.karakterkoersen.be
5/25/2025,5/25/2025,Due Giorni Marchigiana - Trofeo Città di Castelfidardo,,ITA,MU,EUR,1.2U,cristina@cantarini-mec.it,
5/25/2025,5/25/2025,Antwerp Port Epic / Sels Trophy,,BEL,ME,EUR,1.1,secretariaat@karakterkoersen.be,www.karakterkoersen.be
5/25/2025,5/25/2025,Ronde van Vlaanderen,,BEL,MJ,EUR,1.1,brecht.toelen@flandersclassics.be ; bernard.duwyn@skynet.be,www.rondevanvlaanderen.be
5/25/2025,5/25/2025,GP Gorenjska,,SLO,ME,EUR,1.2,kzs@kolesarska-zveza.si,
5/25/2025,5/25/2025,Ronde van Vlaanderen,,BEL,WJ,EUR,1.1,brecht.toelen@flandersclassics.be ; bernard.duwyn@skynet.be,www.rondevanvlaanderen.be
5/26/2025,5/26/2025,National Road Championships - Spain (WU ITT),,ESP,,EUR,CN,alejandromartin@rfec.com,
5/26/2025,5/26/2025,Mercan'Tour Classic Alpes-Maritimes,,FRA,ME,EUR,1.1,clubalpesazur@gmail.com,https://mercantourclassic.com/
5/26/2025,5/30/2025,Cycling Tour of Albania,,ALB,ME,EUR,2.2,info@albcycling.al,www.albcycling.al
5/27/2025,5/31/2025,Tour of Iran (Azarbaijan),,IRI,ME,ASI,2.1,azartourcycling@gmail.com,www.tourofiran.ir
5/28/2025,6/1/2025,Bretagne Ladies Tour,,FRA,WE,EUR,2.1,team@tbfo.bzh,www.tbfo.bzh
5/28/2025,6/1/2025,Flèche du Sud,,LUX,ME,EUR,2.2,vuesch@pt.lu,www.fleche-du-sud.lu
5/28/2025,6/1/2025,Alpes Isère Tour,,FRA,ME,EUR,2.2,m.baup@cotni.fr,www.alpes-isere-tour.com
5/29/2025,5/29/2025,Circuit de Wallonie Dames,,BEL,WE,EUR,1.2,francesco.lapaglia66@gmail.com,www.lecircuitdewallonie.be
5/29/2025,5/29/2025,Circuit de Wallonie,,BEL,ME,EUR,1.1,francesco.lapaglia66@gmail.com,www.lecircuitdewallonie.be
5/29/2025,5/31/2025,Tour of Estonia,,EST,ME,EUR,2.1,tartumaraton@tartumaraton.ee,www.tourofestonia.ee
5/29/2025,6/1/2025,Course de la Paix Grand Prix Jeseníky,,CZE,MU,EUR,2.Ncup,racemanager@czechtour.com; president@czechtour.com,www.zavodmiru.com
5/29/2025,6/1/2025,Oberösterreich Rundfahrt,,AUT,ME,EUR,2.2,office@ooe-radsportverband.at,www.ooe-radsportverband.at
5/29/2025,6/1/2025,Boucles de la Mayenne - Crédit Mutuel,,FRA,ME,EUR,2.Pro,pguesne@bouclesdelamayenne.fr,www.bouclesdelamayenne.fr
5/29/2025,6/1/2025,Tour of Norway,,NOR,ME,EUR,2.Pro,roy@tourofnorway.no,www.tourofnorway.no
5/31/2025,5/31/2025,Ladies Tour of Estonia,,EST,WE,EUR,1.2,tartumaraton@tartumaraton.ee,www.tourofestonia.ee
5/31/2025,6/1/2025,Trophée Centre Morbihan,,FRA,MJ,EUR,2.Ncup,tropheecentremorbihan@orange.fr,www.tropheecentremorbihan.fr
5/31/2025,6/1/2025,Tour of Norway Women,,NOR,WE,EUR,2.1,roy@tourofnorway.no,www.tourofnorway.no
5/31/2025,6/1/2025,Gipuzkoa Klasikoa,,ESP,MJ,EUR,2.1,gtxe@gtxe.eus,www.gtxe.eus
6/1/2025,6/1/2025,Coppa Della Pace - Trofeo Fratelli Anelli,,ITA,MU,EUR,1.2U,pedaleriminese@gmail.com,
6/1/2025,6/1/2025,National Road Championships - Belgium (IRR Junior),,BEL,,EUR,CN,info@belgiancycling.be,
6/1/2025,6/1/2025,Klaipeda Grand Prix,,LTU,ME,EUR,1.2,tour.of.lithuania@gmail.com,http://www.touroflithuania.eu/
6/1/2025,6/8/2025,Vuelta Ciclista a Venezuela,,VEN,ME,AME,2.2,fvciclismove@gmail.com,fvciclismo.net
6/2/2025,6/2/2025,TrofeoAlcide Degasperi,,ITA,ME,EUR,1.2,usauroratrento@gmail.com,www.usaurora.altervista.org
6/2/2025,6/2/2025,CYCLING STARS CRITERIUM,,ITA,ME,EUR,CRTP,info@ucgiorgione.it,www.cyclingstarscriterium.it
6/4/2025,6/8/2025,Tour of Lithuania,,LTU,ME,EUR,2.2,tour.of.lithuania@gmail.com,http://www.touroflithuania.eu/
6/4/2025,6/8/2025,Tour de Gyeongnam,,KOR,ME,ASI,2.2,cycling@sports.or.kr,
6/4/2025,6/8/2025,Tour of Slovenia,,SLO,ME,EUR,2.Pro,office@tourofslovenia.si,www.tourofslovenia.si
6/4/2025,6/15/2025,Tour du Cameroun,,CMR,ME,AFR,2.2,yossihonore@yahoo.fr,fecacyclisme2013@yahoo.fr
6/5/2025,6/8/2025,Tour of Britain Women,,GBR,WE,MON,2.WWT,info@britishcyclingevents.org.uk,britishcycling.org.uk
6/5/2025,6/8/2025,Tour of Malopolska,,POL,ME,EUR,2.2,marek.kosicki@mzkol.pl,WWW.TOUROFMALOPOLSKA.EU
6/5/2025,6/8/2025,Ronde de l'Oise,,FRA,ME,EUR,2.2,michel_birck@live.fr,www.ronde-de-oise.fr
6/6/2025,6/8/2025,Volta Ciclista a Catalunya Femenina,,ESP,WE,EUR,2.1,volta@voltacatalunya.cat,https://voltacatalunyafemenina.cat/
6/7/2025,6/7/2025,La Classique des Alpes Juniors,,FRA,MJ,EUR,1.1,christelle.reille@orange.fr,www.classique-des-alpes.com
6/7/2025,6/7/2025,Heylen Vastgoed Heistse Pijl,,BEL,ME,EUR,1.1,jef@isea.be,www.Heistsepijl.be
6/7/2025,6/8/2025,National Road Championships - Denmark (MU),,DEN,,EUR,CN,jens.kasler@cyklingdanmark.dk,
6/7/2025,6/8/2025,G.P. F.W.R. BARON - Pieve del Grappa - Possagno,,ITA,MJ,EUR,2.Ncup,rinobaronciclismo@gmail.com,
6/7/2025,6/8/2025,National Road Championships - St. Vincent & the Grenadines ,,VIN,,AME,CN,shimanob30@gmail.com,
6/8/2025,6/8/2025,Brussels Cycling Classic,,BEL,ME,EUR,1.Pro,nicolas.denys@flandersclassics.be,www.brusselscyclingclassic.be
6/8/2025,6/8/2025,Alpes Gresivaudan Classic,,FRA,WE,EUR,1.1,m.baup@cotni.fr,www.alpes-gresivaudan-classic.com
6/8/2025,6/8/2025,Dwars door de Westhoek,,BEL,WE,EUR,1.1,wvancauwenberge@hotmail.com,www.dwarsdoordewesthoek.be
6/8/2025,6/9/2025,Côte d'Or Classic Juniors,,FRA,MJ,EUR,2.1,cotedorclassicjuniors@gmail.com,cotedorclassicjuniors.fr
6/8/2025,6/15/2025,Critérium du Dauphiné,,FRA,ME,UWT,2.UWT,tgouvenou@aso.fr,www.letour.fr
6/9/2025,6/9/2025,Paris - Troyes,,FRA,ME,EUR,1.2,florian.morizot@paris-troyes.com,www.paris-troyes.fr
6/9/2025,6/9/2025,GP Mazda Schelkens,,BEL,WE,EUR,1.1,peter.van.hoof@telenet.be,
6/10/2025,6/15/2025,Vuelta a Colombia Femenina,,COL,WE,AME,2.2,PRESIDENCIA@federacioncolombianadeciclismo.com,FEDERACIONCOLOMBIANADECICLISMO.COM
6/11/2025,6/15/2025,ZLM Tour,,NED,ME,EUR,2.1,profcycling@libema.nl,www.zlmtour.nl
6/11/2025,6/15/2025,Tour de Beauce,,CAN,ME,AME,2.2,info@tourdebeauce.com,www.tourdebeauce.com
6/12/2025,6/15/2025,Tour de Suisse Women,,SUI,WE,MON,2.WWT,info@tds.ch,www.tds.ch
6/13/2025,6/13/2025,Grosser Preis des Kantons Aargau,,SUI,ME,EUR,1.1,office@gippingen.ch,www.gippingen.ch
6/13/2025,6/15/2025,Tour Féminin International des Pyrénées,,FRA,WE,EUR,2.1,elisabeth.chevanne@orange.com,https://tfipcyclisme.wixsite.com/tfip
6/14/2025,6/14/2025,Elmos Dwars door het Hageland,,BEL,WE,EUR,1.1,nick.nuyens@procyclingevents.be,www.lottocyclingcup.be
6/14/2025,6/14/2025,Duracell Dwars door het Hageland,,BEL,ME,EUR,1.Pro,nick.nuyens@procyclingevents.be,www.lottocyclingcup.be
6/14/2025,6/14/2025,G.P. Cronosquadre del Solighese - M. O. Merotto Spumanti,,ITA,MJ,EUR,1.1,scsolighetto1919@alice.it,www.scsolighetto1919.it
6/14/2025,6/15/2025,Yellow River Estuary (Dongying) Road Cycling Race,,CHN,ME,ASI,2.2,18897142663@163.com,www.tdql.cn
6/14/2025,6/15/2025,National Road Championships - Bulgaria (WJ),,BUL,,EUR,CN,admin@bgcf.bg,www.bgcf.bg
6/14/2025,6/29/2025,National Road Championships - Slovakia,,SVK,,EUR,CN,jancinka957@gmail.com,www.cyklistikaszc.sk
6/15/2025,6/15/2025,SPAR Flanders Diamond Tour,,BEL,WE,EUR,1.1,info@flandersdiamondtour.be,www.flandersdiamondtour.be
6/15/2025,6/15/2025,Elfstedenronde Brugge,,BEL,ME,EUR,1.1,christophe.impens@golazo.com; jan.nys@golazo.com; jan.baele@golazo.com,www.elfstedenronde.be
6/15/2025,6/15/2025,Trofeo GD Dorigo - M. O. Sogno Veneto,,ITA,MJ,EUR,1.1,scsolighetto1919@alice.it,www.scsolighetto1919.it
6/15/2025,6/22/2025,Tour de Suisse,,SUI,ME,UWT,2.UWT,info@tds.ch,www.tds.ch
6/15/2025,6/22/2025,Giro d'Italia Next Gen,,ITA,MU,EUR,2.2U,luca.papini@rcs.it,www.gironextgen.it
6/15/2025,6/29/2025,National Road Championships - Macedonia,,MKD,,EUR,CN,secretary@cfm.org.mk; office@cfm.org.mk,www.cfm.org.mk
6/17/2025,6/17/2025,CIC - Mont Ventoux,,FRA,ME,EUR,1.Pro,info@denivelechallenges.com,www.cicmontventoux.com
